ejecucion_id,marca,punto_venta_id,punto_venta,estado,cadena,fecha,cant_agotados,cant_preagotados,producto_en_riesgo,inventario,marca_producto
11748,FAGE,1053125,SC CD JARDIN,México,WALMART,2025-08-14,7,,YOG FAGE GRIEGO NATURAL 5% GRASA 150G,12.00,FAGE
11789,CALIFIA,1056840,SC LAS AMERICAS,Mexico,WALMART,2025-08-14,1,1,CREAMER CALIFIA DE ALMENDRA AVELLANA 750 ML,3.00,CALIFIA
11877,FAGE,1056823,SC PLAZA EDUARDO MOLINA,DISTRITO FEDERAL,WALMART,2025-08-14,1,1,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3oz (150g),12.00,FAGE
12036,FAGE,1053139,SC PERIFERICO CUAUTITLAN,México,WALMART,2025-08-14,15,1,YOG FAGE GRIEGO DURAZNO  2% 150 G,1.00,FAGE
20643,FAGE,1053152,WE ORADORES,Mexico,WALMART,2025-08-14,9,,FAGE CREAMY DREAMY CREMA DE PLATANO 4.4OZ,12.00,FAGE
20643,FAGE,1053152,WE ORADORES,Mexico,WALMART,2025-08-14,9,,FAGE CREAMY DREAMY  CREMA DE COCO 4.4OZ,12.00,FAGE
20645,CALIFIA,1053152,WE ORADORES,Mexico,WALMART,2025-08-14,4,1,CALIFIA FARMS ALMENDRA-VAINILLA 1.4 LT  ,3.00,CALIFIA
20691,FAGE,1056973,WE DIVISION DEL NORTE,Distrito Federal,WALMART,2025-08-14,14,,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3oz (150g),24.00,FAGE
20691,FAGE,1056973,WE DIVISION DEL NORTE,Distrito Federal,WALMART,2025-08-14,14,,YOG FAGE GRIEGO DURAZNO  2% 150 G,10.00,FAGE
20694,CALIFIA,1056973,WE DIVISION DEL NORTE,Distrito Federal,WALMART,2025-08-14,1,,CALIFIA FARMS ALMENDRA-VAINILLA 1.4 LT  ,12.00,CALIFIA
20694,CALIFIA,1056973,WE DIVISION DEL NORTE,Distrito Federal,WALMART,2025-08-14,1,,CREAMER CALIFIA DE ALMENDRA AVELLANA 750 ML,6.00,CALIFIA
23648,LIFEWAY,1053098,SAMARA SANTA FE,Distrito Federal,CHEDRAUI,2025-07-30,1,5,KEFIR LOW FAT FRAMBUESA 8 OZ,59.00,LIFEWAY
26914,CALIFIA,1056578,PABELLON BOSQUES,Distrito Federal,LA COMER,2025-08-14,12,,CALIFIA BEBIDA DE AVENA SIN AZUCAR 1.4 LT,12.00,CALIFIA
26966,FAGE,1053144,FRESKO SATELITE,México,LA COMER,2025-08-14,3,,YOG FAGE GRIEGO NATURAL S GRASA 454G,240.00,FAGE
29184,FAGE,1056640,BOSQUE REAL,México,LA COMER,2025-08-14,3,15,YOG FAGE GRIEGO NATURAL 5% GRASA 454G,48.00,FAGE
29234,CALIFIA,1056632,EL REFUGIO,Querétaro,LA COMER,2025-08-14,4,,CALIFIA BEBIDA DE AVENA SIN AZUCAR 1.4 LT,1.00,CALIFIA
42651,FAGE,1056675,HEB EL REFUGIO,Querétaro,HEB,2025-08-14,11,,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3oz (150g),1.00,FAGE
42651,FAGE,1056675,HEB EL REFUGIO,Querétaro,HEB,2025-08-14,11,,YOG FAGE GRIEGO MIEL  2% 150 G,12.00,FAGE
42651,FAGE,1056675,HEB EL REFUGIO,Querétaro,HEB,2025-08-14,11,,YOG FAGE GRIEGO DURAZNO  2% 150 G,12.00,FAGE
76229,FAGE,1056984,WE LA NORIA,Puebla,WALMART,2025-10-01,6,0,YOG FAGE GRIEGO DURAZNO  2% 150 G,2.00,FAGE
76229,FAGE,1056984,WE LA NORIA,Puebla,WALMART,2025-10-01,6,0,YOG FAGE GRIEGO FRESA  2% 150 G,12.00,FAGE
76229,FAGE,1056984,WE LA NORIA,Puebla,WALMART,2025-10-01,6,0,YOG FAGE GRIEGO NATURAL 5% GRASA 454G C12,12.00,FAGE
76378,FAGE,1056751,SC LA CRUZ,Quintana Roo,WALMART,2025-10-01,1,1,YOG FAGE GRIEGO NATURAL S GRASA 454G C12,19.00,FAGE
76378,FAGE,1056751,SC LA CRUZ,Quintana Roo,WALMART,2025-10-01,1,1,YOG FAGE GRIEGO FRESA  2% 150 G,16.00,FAGE
76378,FAGE,1056751,SC LA CRUZ,Quintana Roo,WALMART,2025-10-01,1,1,YOG FAGE GRIEGO NATURAL 5% GRASA 454G C12,12.00,FAGE
76389,FAGE,1056947,WE CHURUBUSCO,Distrito Federal,WALMART,2025-10-01,9,3,YOG FAGE GRIEGO CEREZA  2% 150 G,4.00,FAGE
76389,FAGE,1056947,WE CHURUBUSCO,Distrito Federal,WALMART,2025-10-01,9,3,YOG FAGE GRIEGO NATURAL 5% GRASA 150G,12.00,FAGE
76430,FAGE,1053138,SC NICOLAS ROMERO,México,WALMART,2025-10-01,13,0,YOG FAGE GRIEGO NATURAL 5% GRASA 454G C12,12.00,FAGE
76576,FAGE,1056823,SC PLAZA EDUARDO MOLINA,DISTRITO FEDERAL,WALMART,2025-10-01,3,2,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3OZ (150G),13.00,FAGE
76576,FAGE,1056823,SC PLAZA EDUARDO MOLINA,DISTRITO FEDERAL,WALMART,2025-10-01,3,2,YOG FAGE GRIEGO BLUEBERRY  2% 150 G,8.00,FAGE
76576,FAGE,1056823,SC PLAZA EDUARDO MOLINA,DISTRITO FEDERAL,WALMART,2025-10-01,3,2,YOG FAGE GRIEGO FRESA  2% 150 G,12.00,FAGE
76627,FAGE,1056954,WE MICHOACAN,DISTRITO FEDERAL,WALMART,2025-10-01,13,0,YOG FAGE GRIEGO NATURAL 5% GRASA 150G,1.00,FAGE
76649,FAGE,1056741,SC MIRAMONTES,Distrito Federal,WALMART,2025-10-01,3,1,YOG FAGE GRIEGO NATURAL 5% GRASA 907G,23.00,FAGE
76717,FAGE,1056832,SC PETEMPICH,Quintana Roo,WALMART,2025-10-01,1,1,FAGE CREAMY DREAMY VAINILLA 4.4OZ,5.00,FAGE
76717,FAGE,1056832,SC PETEMPICH,Quintana Roo,WALMART,2025-10-01,1,1,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3OZ (150G),36.00,FAGE
76793,FAGE,1053101,WE STA FE,Distrito Federal,WALMART,2025-10-01,17,0,FAGE CREAMY DREAMY VAINILLA 4.4OZ,3.00,FAGE
76839,FAGE,1053123,SC HIPERPLAZA TEXCOCO,México,WALMART,2025-10-01,9,4,YOG FAGE GRIEGO DURAZNO  2% 150 G,12.00,FAGE
76895,FAGE,1056979,WE AV TOLUCA,DISTRITO FEDERAL,WALMART,2025-10-01,2,0,FAGE CREAMY DREAMY VAINILLA 4.4OZ,11.00,FAGE
76909,FAGE,1056835,SC COLOSIO PACHUCA,Hidalgo,WALMART,2025-10-01,5,1,YOG FAGE GRIEGO NATURAL S GRASA 454G C12,18.00,FAGE
76909,FAGE,1056835,SC COLOSIO PACHUCA,Hidalgo,WALMART,2025-10-01,5,1,YOG FAGE GRIEGO NATURAL 5% GRASA 454G C12,38.00,FAGE
76959,FAGE,1056819,SC VISTAHERMOSA,Morelos,WALMART,2025-10-01,13,0,YOG FAGE GRIEGO DURAZNO  2% 150 G,9.00,FAGE
76959,FAGE,1056819,SC VISTAHERMOSA,Morelos,WALMART,2025-10-01,13,0,YOG FAGE GRIEGO NATURAL 5% GRASA 454G C12,12.00,FAGE
77100,FAGE,1056951,WE GEORGIA,Distrito Federal,WALMART,2025-10-01,1,0,FAGE CREAMY DREAMY VAINILLA 4.4OZ,12.00,FAGE
98082,FAGE,1056954,WE MICHOACAN,DISTRITO FEDERAL,WALMART,2025-10-25,7,0,FAGE CREAMY DREAMY CREMA DE PLATANO 4.4OZ,4.00,FAGE
98121,FAGE,1053125,SC CD JARDIN,México,WALMART,2025-10-25,6,0,FAGE CREAMY DREAMY  CREMA DE COCO 4.4OZ,12.00,FAGE
98121,FAGE,1053125,SC CD JARDIN,México,WALMART,2025-10-25,6,0,FAGE CREAMY DREAMY VAINILLA 4.4OZ,14.00,FAGE
98161,CALIFIA,1056555,SUPER CHE TECAMACHALCO,México,CHEDRAUI,2025-10-25,2,10,CREAMER CALIFIA  ALMENDRA SIN AZUCAR 750 ML,8.00,CALIFIA
98165,FAGE,1056915,WE TEJEDA,Querétaro,WALMART,2025-10-25,7,2,YOG FAGE GRIEGO NATURAL SIN LACTOSA  907G,6.00,FAGE
98165,FAGE,1056915,WE TEJEDA,Querétaro,WALMART,2025-10-25,7,2,FAGE CREAMY DREAMY CREMA DE PLATANO 4.4OZ,13.00,FAGE
98165,FAGE,1056915,WE TEJEDA,Querétaro,WALMART,2025-10-25,7,2,FAGE CREAMY DREAMY VAINILLA 4.4OZ,10.00,FAGE
98230,FAGE,1056791,SC SAN MANUEL,Puebla,WALMART,2025-10-25,6,10,YOG FAGE GRIEGO NATURAL S GRASA 454G C12,7.00,FAGE
98282,FAGE,1056840,SC LAS AMERICAS,Mexico,WALMART,2025-10-25,2,2,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3OZ (150G),14.00,FAGE
98301,LIFEWAY,1056967,WE LOMAS ANAHUAC,Mexico,WALMART,2025-10-25,2,11,COCONUT LF KEFIR 32OZ,7.00,LIFEWAY
98419,FAGE,1056968,SP LUIS CABRERA,Distrito Federal,WALMART,2025-10-25,12,0,YOG FAGE GRIEGO NATURAL SIN LACTOSA  907G,6.00,FAGE
98419,FAGE,1056968,SP LUIS CABRERA,Distrito Federal,WALMART,2025-10-25,12,0,YOG FAGE GRIEGO NATURAL S GRASA 907G,6.00,FAGE
98419,FAGE,1056968,SP LUIS CABRERA,Distrito Federal,WALMART,2025-10-25,12,0,YOG FAGE GRIEGO FRESA  2% 150 G,8.00,FAGE
98469,FAGE,1056924,WE BONAMPAK,Quintana Roo,WALMART,2025-10-25,3,0,FAGE CREAMY DREAMY CREMA DE PLATANO 4.4OZ,3.00,FAGE
98532,FAGE,1053126,SC PUERTA TEXCOCO,Mexico,WALMART,2025-10-25,2,1,YOG FAGE GRIEGO NATURAL 5% GRASA 150G,21.00,FAGE
98627,FAGE,1056635,LA HERRADURA,México,LA COMER,2025-10-25,3,15,YOG FAGE GRIEGO CEREZA  2% 150 G,1.00,FAGE
98634,FAGE,1056671,VALLE ALTO (ESTANZUELA),Nuevo León,HEB,2025-10-25,1,0,FAGE CREAMY DREAMY  CREMA DE COCO 4.4OZ,24.00,FAGE
98634,FAGE,1056671,VALLE ALTO (ESTANZUELA),Nuevo León,HEB,2025-10-25,1,0,FAGE CREAMY DREAMY VAINILLA 4.4OZ,12.00,FAGE
98720,FAGE,1053123,SC HIPERPLAZA TEXCOCO,México,WALMART,2025-10-25,1,2,YOG FAGE GRIEGO NATURAL SIN LACTOSA  907G,12.00,FAGE
98731,LIFEWAY,1056996,WE JURICA,Querétaro,WALMART,2025-10-25,1,5,COCONUT LF KEFIR 32OZ,15.00,LIFEWAY
98781,FAGE,1056784,SC UNIVERSIDAD,Distrito Federal,WALMART,2025-10-25,2,5,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3OZ (150G),12.00,FAGE
98879,FAGE,1056977,WE FUENTES DEL PEDREGAL,Distrito Federal,WALMART,2025-10-25,2,0,FAGE CREAMY DREAMY CREMA DE PLATANO 4.4OZ,1.00,FAGE
98879,FAGE,1056977,WE FUENTES DEL PEDREGAL,Distrito Federal,WALMART,2025-10-25,2,0,FAGE CREAMY DREAMY VAINILLA 4.4OZ,9.00,FAGE
98879,FAGE,1056977,WE FUENTES DEL PEDREGAL,Distrito Federal,WALMART,2025-10-25,2,0,YOG FAGE GRIEGO CEREZA  2% 150 G,1.00,FAGE
98956,FAGE,1056640,BOSQUE REAL,México,LA COMER,2025-10-25,1,15,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3OZ (150G),30.00,FAGE
99013,LIFEWAY,1056633,LA COMER DEL VALLE,Ciudad de México,LA COMER,2025-10-25,1,0,BLUEBERRY LF KEFIR 8 OZ,4.00,LIFEWAY
99026,FAGE,1056787,SC TAXQUENA,Distrito Federal,WALMART,2025-10-25,1,2,FAGE CREAMY DREAMY  CREMA DE COCO 4.4OZ,23.00,FAGE
99026,FAGE,1056787,SC TAXQUENA,Distrito Federal,WALMART,2025-10-25,1,2,FAGE CREAMY DREAMY CREMA DE PLATANO 4.4OZ,12.00,FAGE
99026,FAGE,1056787,SC TAXQUENA,Distrito Federal,WALMART,2025-10-25,1,2,YOG FAGE GRIEGO NATURAL 5% GRASA 454G C12,15.00,FAGE
99041,FAGE,1056963,WE COYOACAN,Distrito Federal,WALMART,2025-10-25,15,0,YOG FAGE GRIEGO NATURAL 5% GRASA 150G,12.00,FAGE
99069,CALIFIA,1056529,UNIVERSIDAD,Distrito Federal,CHEDRAUI,2025-10-25,5,0,CREAMER CALIFIA  ALMENDRA SIN AZUCAR 750 ML,6.00,CALIFIA
99085,FAGE,1053125,SC CD JARDIN,México,WALMART,2025-10-25,6,0,FAGE CREAMY DREAMY  CREMA DE COCO 4.4OZ,12.00,FAGE
99085,FAGE,1053125,SC CD JARDIN,México,WALMART,2025-10-25,6,0,FAGE CREAMY DREAMY VAINILLA 4.4OZ,14.00,FAGE
109817,LIFEWAY,1056734,SC CANCUN LABNA,Quintana Roo,WALMART,2025-11-07,5,0,BLUEBERRY LF KEFIR 8 OZ,7.00,LIFEWAY
109817,LIFEWAY,1056734,SC CANCUN LABNA,Quintana Roo,WALMART,2025-11-07,5,0,STRAWBERRY LF KEFIR 8 OZ,6.00,LIFEWAY
109843,FAGE,1056774,SC JURIQUILLA,QUERETARO,WALMART,2025-11-07,16,0,CREMA ACIDA FAGE 454 GRS,22.00,FAGE
109898,LIFEWAY,1056974,WE BOSQUES DE MINAS,México,WALMART,2025-11-07,1,11,COCONUT LF KEFIR 32OZ,12.00,LIFEWAY
109898,LIFEWAY,1056974,WE BOSQUES DE MINAS,México,WALMART,2025-11-07,1,11,STRAWBERRY LF KEFIR 8 OZ,1.00,LIFEWAY
109973,FAGE,1056728,SC TEPEYAC,Distrito Federal,WALMART,2025-11-07,1,1,FAGE CREAMY DREAMY VAINILLA 4.4OZ,13.00,FAGE
109973,FAGE,1056728,SC TEPEYAC,Distrito Federal,WALMART,2025-11-07,1,1,YOG FAGE GRIEGO DURAZNO  2% 150 G,12.00,FAGE
110026,FAGE,1056744,SC PATIO TLALPAN,Distrito Federal,WALMART,2025-11-07,5,0,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3OZ (150G),12.00,FAGE
110054,FAGE,1056769,SC AV JESUS DEL MONTE,México,WALMART,2025-11-07,6,0,FAGE CREAMY DREAMY CREMA DE PLATANO 4.4OZ,2.00,FAGE
110054,FAGE,1056769,SC AV JESUS DEL MONTE,México,WALMART,2025-11-07,6,0,YOG FAGE GRIEGO 2% MIXED BERRIES 5.3OZ (150G),24.00,FAGE
110054,FAGE,1056769,SC AV JESUS DEL MONTE,México,WALMART,2025-11-07,6,0,YOG FAGE GRIEGO MIEL  2% 150 G,12.00,FAGE
110064,LIFEWAY,1056997,WE AXOMIATLA,Distrito Federal,WALMART,2025-11-07,4,4,STRAWBERRY LF KEFIR 8 OZ,6.00,LIFEWAY
110065,FAGE,1056997,WE AXOMIATLA,Distrito Federal,WALMART,2025-11-07,15,1,FAGE CREAMY DREAMY CREMA DE PLATANO 4.4OZ,12.00,FAGE
110241,LIFEWAY,1056635,LA HERRADURA,México,LA COMER,2025-11-07,4,13,BLUEBERRY LF KEFIR 8 OZ,6.00,LIFEWAY
110370,FAGE,1056800,SC LAS AGUILAS,Distrito Federal,WALMART,2025-11-07,1,2,CREMA ACIDA FAGE 454 GRS,12.00,FAGE
110515,FAGE,1056662,SAN NICOLAS,Nuevo León,HEB,2025-11-07,4,1,FAGE CREAMY DREAMY  CREMA DE COCO 4.4OZ,22.00,FAGE
119626,FORAGER,1056727,SC TOREO,Distrito Federal,WALMART,2025-11-19,4,0,FORAGER VAINILLA 680 G,8.00,FORAGER
119648,CALIFIA,1057011,EUGENIA,Distrito Federal,SORIANA,2025-11-19,7,0,CALIFIA BEBIDA DE ALMENDRA COCO TOSTADO 1.42 L,4.00,CALIFIA
119648,CALIFIA,1057011,EUGENIA,Distrito Federal,SORIANA,2025-11-19,7,0,CALIFIA BEBIDA DE ALMENDRA ORIGINAL EXTRA CREMOSA 1.42 L,6.00,CALIFIA
119648,CALIFIA,1057011,EUGENIA,Distrito Federal,SORIANA,2025-11-19,7,0,CALIFIA BEBIDA DE ALMENDRA VAINILLA 1.42 L,3.00,CALIFIA
119653,CALIFIA,1056937,WE PASEOS DE TAXQUENA,Distrito Federal,WALMART,2025-11-19,5,0,CALIFIA BEBIDA DE AVENA EXTRA CREMOSA 1.42 L,16.00,CALIFIA
119682,LIFEWAY,1056967,WE LOMAS ANAHUAC,Mexico,WALMART,2025-11-19,5,11,KEFIR VAINILLA 946 ML,11.00,LIFEWAY
119683,FAGE,1056967,WE LOMAS ANAHUAC,Mexico,WALMART,2025-11-19,12,18,FAGE NATURAL SIN LACTOSA 907 G,6.00,FAGE
119684,CALIFIA,1056967,WE LOMAS ANAHUAC,Mexico,WALMART,2025-11-19,3,9,CALIFIA CREAMER VAINILLA 750 ML,4.00,CALIFIA
119689,LIFEWAY,1053144,FRESKO SATELITE,México,LA COMER,2025-11-19,2,2,KEFIR FRESA 236 ML,42.00,LIFEWAY
119692,FORAGER,1053144,FRESKO SATELITE,México,LA COMER,2025-11-19,1,0,FORAGER VAINILLA 150 G,18.00,FORAGER
119724,FORAGER,1053124,SC PLAZA ORIENTE,Distrito Federal,WALMART,2025-11-19,1,3,FORAGER NATURAL 680 G,6.00,FORAGER
119748,LIFEWAY,1056947,WE CHURUBUSCO,Distrito Federal,WALMART,2025-11-19,7,1,KEFIR BAYAS MIXTAS 946 ML,18.00,LIFEWAY
119755,FAGE,1056797,SC PERIFERICO SUR,DISTRITO FEDERAL,WALMART,2025-11-19,7,0,FAGE BAYAS MIXTAS 2% GRASA 150 G,13.00,FAGE
119756,CALIFIA,1056797,SC PERIFERICO SUR,DISTRITO FEDERAL,WALMART,2025-11-19,4,0,CALIFIA BEBIDA DE ALMENDRA COCO TOSTADO 1.42 L,12.00,CALIFIA
119756,CALIFIA,1056797,SC PERIFERICO SUR,DISTRITO FEDERAL,WALMART,2025-11-19,4,0,CALIFIA BEBIDA DE ALMENDRA VAINILLA 1.42 L,8.00,CALIFIA
119790,CALIFIA,1053126,SC PUERTA TEXCOCO,Mexico,WALMART,2025-11-19,2,1,CALIFIA BEBIDA DE ALMENDRA VAINILLA 1.42 L,6.00,CALIFIA
119790,CALIFIA,1053126,SC PUERTA TEXCOCO,Mexico,WALMART,2025-11-19,2,1,CALIFIA CREAMER VAINILLA 750 ML,7.00,CALIFIA
119803,CALIFIA,1056941,SP WTC DAKOTA,Distrito Federal,WALMART,2025-11-19,4,0,CALIFIA BEBIDA DE ALMENDRA COCO TOSTADO 1.42 L,6.00,CALIFIA
119803,CALIFIA,1056941,SP WTC DAKOTA,Distrito Federal,WALMART,2025-11-19,4,0,CALIFIA BEBIDA DE ALMENDRA VAINILLA 1.42 L,6.00,CALIFIA
119905,FAGE,1056823,SC PLAZA EDUARDO MOLINA,DISTRITO FEDERAL,WALMART,2025-11-19,2,2,FAGE NATURAL 5% GRASA 454 G,22.00,FAGE
119905,FAGE,1056823,SC PLAZA EDUARDO MOLINA,DISTRITO FEDERAL,WALMART,2025-11-19,2,2,FAGE NATURAL 5% GRASA 907 G,17.00,FAGE
119906,CALIFIA,1056823,SC PLAZA EDUARDO MOLINA,DISTRITO FEDERAL,WALMART,2025-11-19,2,2,CALIFIA BEBIDA DE ALMENDRA VAINILLA 1.42 L,11.00,CALIFIA
119907,FORAGER,1056823,SC PLAZA EDUARDO MOLINA,DISTRITO FEDERAL,WALMART,2025-11-19,2,2,FORAGER VAINILLA 680 G,2.00,FORAGER
119912,CALIFIA,1056579,LOMAS ANAHUAC,México,LA COMER,2025-11-19,1,12,CALIFIA BEBIDA DE ALMENDRA VAINILLA 1.42 L,13.00,CALIFIA
119912,CALIFIA,1056579,LOMAS ANAHUAC,México,LA COMER,2025-11-19,1,12,CALIFIA CREAMER VAINILLA 750 ML,6.00,CALIFIA
119916,CALIFIA,1056566,SELECTO WTC,Distrito Federal,CHEDRAUI,2025-11-19,4,0,CALIFIA BEBIDA DE ALMENDRA VAINILLA SIN AZ⁄CAR 1.42 L,24.00,CALIFIA
119916,CALIFIA,1056566,SELECTO WTC,Distrito Federal,CHEDRAUI,2025-11-19,4,0,CALIFIA CREAMER ALMENDRA SIN AZUCAR 750 ML,4.00,CALIFIA
119989,FAGE,1056712,SC CIUDAD JUDICIAL,Puebla,WALMART,2025-11-19,18,18,FAGE CEREZA 2% GRASA 150 G,2.00,FAGE
120110,FAGE,1056744,SC PATIO TLALPAN,Distrito Federal,WALMART,2025-11-19,9,0,FAGE BAYAS MIXTAS 2% GRASA 150 G,12.00,FAGE
120158,LIFEWAY,1056770,SC POLIGONO SUR,Quintana Roo,WALMART,2025-11-19,1,1,KEFIR MORA 236 ML,30.00,LIFEWAY
120182,FAGE,1053123,SC HIPERPLAZA TEXCOCO,México,WALMART,2025-11-19,2,3,FAGE CREAMY DREAMY COCO 125 G,12.00,FAGE
